@0 attempt(0, AU)
@49834668 attempt(0, US)
@49837018 attempt(16920, US)
@49839646 attempt(16926, NO)
@49839757 attempt(0, NO)
@49839860 attempt(0, IN)
@49840382 attempt(16927, US)
@49842400 attempt(16928, US)
@49842871 attempt(16929, NO)
@49843376 attempt(16930, NO)
@49843459 attempt(0, NO)
@49844075 attempt(16931, NO)
@49844309 attempt(0, BR)
@49844874 attempt(16932, NO)
@49845840 attempt(0, BD)
@49847176 attempt(16933, NO)
@49847963 attempt(16934, NO)
@49848581 attempt(0, US)
@49849339 attempt(16935, NO)
@49849769 attempt(16936, NO)
@49850023 attempt(0, US)
@49851146 attempt(16854, PL)
@49851536 attempt(0, NO)
@49852604 attempt(16092, PL)
@49852630 attempt(16486, NO)
@49853164 attempt(16900, US)
@49855732 attempt(16937, KN)
@49857470 attempt(16938, NO)
@49858491 attempt(16939, NO)
@49859681 attempt(0, BR)
@49860034 attempt(0, NO)
@49860608 attempt(16940, NO)
@49863332 attempt(16941, US)
@49863812 attempt(0, AU)
@49864760 attempt(14967, UA)
@49865102 attempt(16942, NO)
@49865911 attempt(16927, US)
@49867144 attempt(0, US)
@49867387 attempt(16748, NO)
@49868013 attempt(16943, SI)
@49868670 attempt(16944, US)
@49869504 attempt(16945, NO)
@49870773 attempt(16946, NO)
@49871735 attempt(16936, NO)
@49871963 attempt(0, AU)
@49872606 attempt(2086, AU)
@49872954 attempt(0, NO)
@49873936 attempt(16947, NO)
@49874703 attempt(0, UA)
@49875412 attempt(0, SE)
@49875605 attempt(16948, NO)
@49876185 attempt(0, US)
@49878073 attempt(16949, NO)
@49878197 attempt(16950, NO)
@49878250 attempt(16951, NO)
@49878555 attempt(16952, US)
@49878907 attempt(12794, NO)
@49879706 attempt(16953, NO)
@49880100 attempt(0, AU)
@49880899 attempt(16954, PL)
@49881321 attempt(16941, US)
@49883237 attempt(0, IN)
@49884079 attempt(16955, NO)
@49884103 attempt(16956, NO)
@49884233 attempt(16092, PL)
@49884707 attempt(16957, NO)
@49884711 attempt(16958, NO)
@49885139 attempt(0, ZA)
@49886895 attempt(0, NO)
@49888208 attempt(0, NO)
@49888299 attempt(16869, NZ)
@49888601 attempt(16672, RS)
@49890534 attempt(16959, NO)
@49890925 attempt(0, US)
@49891633 attempt(16960, NO)
@49892564 attempt(16961, NO)
@49893866 attempt(16962, IN)
@49894552 attempt(16963, US)
@49894594 attempt(0, AR)
@49895532 attempt(15550, NL)
@49896839 attempt(16964, NO)
@49897648 attempt(16965, NO)
@49898197 attempt(0, NO)
@49898913 attempt(0, US)
@49899443 attempt(0, US)
@49899720 attempt(16966, NO)
@49899830 attempt(16967, NO)
@49900687 attempt(0, BR)
@49900931 attempt(0, PL)
@49901377 attempt(16968, NO)
@49901691 attempt(16969, NO)
@49902726 attempt(0, CZ)
@49903046 attempt(0, BR)
@49903076 attempt(16970, NO)
@49903333 attempt(0, UA)
@49904158 attempt(16971, US)
@49904439 attempt(0, CZ)
@49904973 attempt(16972, NO)
@49905818 attempt(0, PL)
@49906558 attempt(0, NO)
@49906923 attempt(0, US)
@49907527 attempt(16973, NO)
@49907775 attempt(16974, NO)
@49908735 attempt(16975, NO)
@49909917 attempt(16804, IN)
@49912071 attempt(10228, US)
@49912728 attempt(16976, NO)
@49914616 attempt(94, NO)
@49915336 attempt(16485, NO)
@49915820 attempt(16977, NO)
@49916597 attempt(16953, NO)
@49916617 attempt(16978, NO)
@49917167 attempt(16561, NO)
@49917376 attempt(16664, US)
@49919115 attempt(0, AT)
@49920055 attempt(16979, NO)
@49920921 attempt(16980, NO)
@49921593 attempt(0, BR)
@49922139 attempt(0, US)
@49923368 attempt(0, NG)
@49923812 attempt(16981, NO)
@49924092 attempt(0, NL)
@49924706 attempt(0, NO)
@49925347 attempt(16982, NO)
@49926599 attempt(16983, NO)
@49927748 attempt(16984, US)
@49927797 attempt(16717, NO)
@49928694 attempt(0, US)
@49929467 attempt(16985, FR)
@49930252 attempt(16986, NO)
@49931214 attempt(0, DE)
@49932043 attempt(0, CZ)
@49932381 attempt(16987, US)
@49932561 attempt(16988, NO)
@49934798 attempt(16896, NO)
@49937497 attempt(16989, BR)
@49937641 attempt(0, NO)
@49937758 attempt(16920, US)
@49937792 attempt(15566, NO)
@49938633 attempt(16990, NO)
@49938857 attempt(16903, US)
@49938947 attempt(16991, NO)
@49939009 attempt(16992, NO)
@49939631 attempt(16993, NO)
@49939816 attempt(16994, US)
@49940147 attempt(474, DE)
@49940623 attempt(0, US)
@49941838 attempt(0, MX)
@49941997 attempt(0, BR)
@49942339 attempt(16995, NO)
@49942721 attempt(0, IN)
@49942758 attempt(16771, NO)
@49943534 attempt(0, HK)
@49944555 attempt(16922, BR)
@49945780 attempt(16996, NO)
@49945968 attempt(0, US)
@49946132 attempt(0, GB)
@49946575 attempt(16997, NO)
@49946772 attempt(16998, NO)
@49946891 attempt(0, NO)
@49947178 attempt(16999, NO)
@49947353 attempt(17000, NO)
@49947551 attempt(17001, NO)
@49947647 attempt(0, NO)
@49948417 attempt(0, BR)
@49948664 attempt(17002, BR)
@49949349 attempt(17003, NO)
@49949703 attempt(0, BR)
@49950381 attempt(0, US)
@49952029 attempt(0, US)
@49953564 attempt(0, US)
@49954059 attempt(0, CH)
@49954749 attempt(0, CZ)
@49955231 attempt(16989, BR)
@49955612 attempt(17004, US)
@49955852 attempt(0, NO)
@49955981 attempt(0, BR)
@49956036 attempt(16502, NO)
@49956390 attempt(17005, NO)
@49956754 attempt(0, IN)
@49956964 attempt(17006, NO)
@49957279 attempt(0, DE)
@49959459 attempt(0, NO)
@49960156 attempt(15228, NO)
@49960906 attempt(0, NO)
@49961907 attempt(17007, NO)
@49962432 attempt(94, NO)
@49962610 attempt(17008, AU)
@49963359 attempt(17009, NO)
@49963520 attempt(17010, NO)
@49963613 attempt(16962, IN)
@49963749 attempt(17011, NO)
@49964293 attempt(17012, NO)
@49966867 attempt(17013, NO)
@49967653 attempt(17014, NO)
@49968362 attempt(17015, US)
@49970155 attempt(0, NO)
@49970538 attempt(17016, NO)
@49970648 attempt(0, NZ)
@49971015 attempt(17017, NO)
@49972298 attempt(17018, NO)
@49973887 attempt(0, JP)
@49975195 attempt(0, CZ)
@49976701 attempt(0, CA)
@49978245 attempt(0, US)
@49979124 attempt(17019, NO)
@49980145 attempt(16955, NO)
@49980321 attempt(17020, AU)
@49981386 attempt(16516, US)
@49981831 attempt(17021, NO)
@49982281 attempt(0, NO)
@49982552 attempt(17022, NO)
@49982811 attempt(17023, NO)
@49983288 attempt(16775, US)
@49984103 attempt(17024, NO)
@49984197 attempt(17025, NO)
@49984696 attempt(0, US)
@49985193 attempt(0, IN)
@49985331 attempt(0, US)
@49986314 attempt(17026, US)
@49986910 attempt(0, UA)
@49988047 attempt(17027, NO)
@49988219 attempt(17028, NO)
@49989128 attempt(17029, NO)
@49989597 attempt(17030, NO)
@49991566 attempt(17031, NO)
@49991889 attempt(16955, NO)
@49992652 attempt(17032, NO)
@49994416 attempt(16875, US)
@49994698 attempt(16804, IN)
@49995690 attempt(17033, NO)
@49996802 attempt(0, NZ)
@49997092 attempt(0, AU)
@49997311 attempt(15377, NO)
@49997777 attempt(17034, NO)
@49997811 attempt(0, NL)
@49998254 attempt(17035, NO)
@49998396 attempt(0, GB)
@49999876 attempt(16827, AU)
@50003821 attempt(16649, AU)
@50004387 attempt(17036, NO)
@50004528 attempt(17037, US)
@50006570 attempt(16908, US)
@50009533 attempt(16827, AU)
@50010626 attempt(17038, NO)
@50010934 attempt(0, US)
@50011173 attempt(17039, SG)
@50011902 attempt(16872, PL)
@50012750 attempt(17040, NO)
@50013556 attempt(17041, NO)
@50014590 attempt(17042, UA)
@50014708 attempt(0, IT)
@50017138 attempt(16873, NO)
@50017437 attempt(17043, NO)
@50017922 attempt(0, US)
@50018548 attempt(12941, NO)
@50019659 attempt(0, US)
@50020116 attempt(17044, NO)
@50020597 attempt(17045, US)
@50020902 attempt(17046, NO)
@50021212 attempt(0, NO)
@50021231 attempt(17047, NO)
@50021782 attempt(0, PL)
@50022592 attempt(16771, NO)
@50022630 attempt(17048, AU)
@50022706 attempt(17049, NO)
@50023324 attempt(17050, NO)
@50023501 attempt(0, NO)
@50024972 attempt(0, US)
@50025464 attempt(17051, NO)
@50027817 attempt(16534, NO)
@50028545 attempt(0, NO)
@50028556 attempt(0, US)
@50028732 attempt(17052, US)
@50028744 attempt(0, US)
@50028812 attempt(17053, NO)
@50029757 attempt(17054, NO)
@50030761 attempt(17055, NO)
@50030993 attempt(17056, NO)
@50031825 attempt(17057, US)
@50033898 attempt(0, CZ)
@50034188 attempt(474, DE)
@50035854 attempt(17058, NO)
@50036177 attempt(0, NO)
@50037136 attempt(0, US)
@50037984 attempt(17059, NO)
@50039167 attempt(17060, NO)
@50039518 attempt(0, NO)
@50040448 attempt(17061, NO)
@50040541 attempt(17062, NO)
@50041923 attempt(0, US)
@50042142 attempt(0, BR)
@50044836 attempt(17063, US)
@50045406 attempt(0, NO)
@50045901 attempt(17064, US)
@50046543 attempt(17065, NO)
@50047596 attempt(17066, NO)
@50048034 attempt(10980, NO)
@50048202 attempt(0, IT)
@50048463 attempt(17067, US)
@50048682 attempt(17068, NO)
@50049611 attempt(0, NO)
@50051099 attempt(474, DE)
@50054125 attempt(0, ID)
@50054574 attempt(0, PL)
@50055331 attempt(0, US)
@50055990 attempt(0, NO)
@50056420 attempt(17069, NO)
@50056654 attempt(0, RO)
@50057158 attempt(17070, US)
@50057872 attempt(0, US)
@50058245 attempt(0, US)
@50058423 attempt(0, RO)
@50059899 attempt(0, RO)
@50060116 attempt(0, US)
@50060246 attempt(0, US)
@50060372 attempt(0, RO)
@50061112 attempt(0, RO)
@50061804 attempt(0, NO)
@50062288 attempt(0, NO)
@50062511 attempt(0, US)
@50063501 attempt(0, BR)
@50067106 attempt(0, US)
@50067608 attempt(0, IN)
@50068625 attempt(16972, NO)
@50069025 attempt(0, FR)
@50069559 attempt(0, US)
@50070438 attempt(17071, US)
@50071299 attempt(0, US)
@50071860 attempt(0, US)
@50072684 attempt(17072, NO)
@50073176 attempt(0, US)
@50073400 attempt(17073, NO)
@50073415 attempt(17074, NO)
@50074460 attempt(16968, NO)
@50074955 attempt(17075, NO)
@50076206 attempt(0, AU)
@50076737 attempt(17076, NO)
@50076946 attempt(17077, NO)
@50077091 attempt(0, NO)
@50077842 attempt(17078, PL)
@50080742 attempt(17079, NO)
@50081365 attempt(0, AU)
@50081504 attempt(17070, US)
@50082940 attempt(17056, NO)
@50083599 attempt(17080, IN)
@50083710 attempt(17081, NO)
@50084066 attempt(16954, PL)
@50087311 attempt(11587, NO)
@50088790 attempt(17082, NO)
@50090079 attempt(0, DE)
@50090760 attempt(17083, NO)
@50091467 attempt(16749, NO)
@50093656 attempt(0, NO)
@50094728 attempt(17084, NO)
@50095520 attempt(0, US)
@50098067 attempt(0, US)
@50098272 attempt(17061, NO)
@50098709 attempt(0, BR)
@50102330 attempt(17085, NO)
@50103408 attempt(0, US)
@50103594 attempt(17086, NO)
@50103923 attempt(0, NO)
@50104161 attempt(0, DE)
@50105302 attempt(0, NO)
@50105573 attempt(17087, NO)
@50105758 attempt(17088, NO)
@50105997 attempt(17042, UA)
@50106497 attempt(0, NO)
@50107097 attempt(0, BR)
@50107287 attempt(16649, AU)
@50107569 attempt(17089, US)
@50107812 attempt(17090, US)
@50108960 attempt(17091, NO)
@50109254 attempt(14476, NO)
@50109297 attempt(17092, NO)
@50109802 attempt(0, NO)
@50109998 attempt(6726, US)
@50110160 attempt(17093, US)
@50110306 attempt(17094, NO)
@50110456 attempt(0, FR)
@50110545 attempt(17095, NO)
@50111384 attempt(474, DE)
@50111786 attempt(17096, NO)
@50112066 attempt(17097, NO)
@50112768 attempt(16556, NO)
@50113421 attempt(0, NO)
@50114228 attempt(0, NL)
@50115186 attempt(17098, US)
@50116402 attempt(0, AU)
@50117201 attempt(0, NO)
@50117791 attempt(17026, US)
@50118526 attempt(17099, NO)
@50119063 attempt(5046, NO)
@50119417 attempt(17100, NO)
@50119500 attempt(17101, AU)
@50120445 attempt(0, US)
@50121009 attempt(17102, NO)
@50122184 attempt(0, AU)
@50122540 attempt(17103, NO)
@50122710 attempt(26, NO)
@50124469 attempt(0, US)
@50124809 attempt(0, BR)
@50125836 attempt(474, DE)
@50126529 attempt(17104, NO)
@50129171 attempt(0, US)
@50129969 attempt(17105, NO)
@50130042 attempt(17106, PL)
@50130318 attempt(16092, PL)
@50130572 attempt(0, US)
@50130951 attempt(0, US)
@50132006 attempt(0, AU)
@50133039 attempt(0, US)
@50134545 attempt(16169, NO)
@50134777 attempt(17107, NO)
@50135906 attempt(2924, NO)
@50136313 attempt(0, US)
@50136459 attempt(17108, US)
@50136620 attempt(0, NO)
@50136665 attempt(0, US)
@50136858 attempt(17109, NO)
@50137255 attempt(0, US)
@50138376 attempt(0, AU)
@50139328 attempt(16822, NO)
@50139826 attempt(16996, NO)
@50140266 attempt(17110, PL)
@50140509 attempt(17111, NO)
@50141290 attempt(0, UA)
@50142828 attempt(12413, US)
@50145383 attempt(0, PL)
@50146124 attempt(17112, NO)
@50146144 attempt(3778, US)
@50146238 attempt(0, DE)
@50146276 attempt(16922, BR)
@50147631 attempt(0, US)
@50148826 attempt(17113, US)
@50148925 attempt(0, UA)
@50150382 attempt(0, NO)
@50151854 attempt(17044, NO)
@50152651 attempt(0, NO)
@50154133 attempt(0, US)
@50155121 attempt(0, UA)
@50159184 attempt(17045, US)
@50159461 attempt(17101, AU)
@50159662 attempt(17114, NO)
@50159807 attempt(17115, NO)
@50160744 attempt(0, NO)
@50160821 attempt(0, NO)
@50161583 attempt(17116, US)
@50163152 attempt(17117, US)
@50163626 attempt(17118, NO)
@50165396 attempt(0, US)
@50168951 attempt(0, TW)
@50169014 attempt(0, IN)
@50169068 attempt(0, US)
@50169346 attempt(0, AU)
@50169483 attempt(17042, UA)
@50169680 attempt(17119, NO)
@50170229 attempt(17120, PK)
@50172114 attempt(0, US)
@50172643 attempt(17121, NO)
@50173220 attempt(0, US)
@50175362 attempt(17122, NO)
@50175822 attempt(17123, NO)
@50175896 attempt(17116, US)
@50176576 attempt(17124, NO)
@50176775 attempt(17125, NO)
@50177634 attempt(14048, NO)
@50178300 attempt(17126, NO)
@50178894 attempt(0, AU)
@50179189 attempt(17127, NO)
@50179891 attempt(17128, NO)
@50181059 attempt(16804, IN)
@50181649 attempt(17129, US)
@50183135 attempt(0, ZA)
@50184267 attempt(0, BR)
@50185776 attempt(17130, NO)
@50186549 attempt(17131, US)
@50187368 attempt(0, US)
@50188570 attempt(17132, NO)
@50189984 attempt(17116, US)
@50190489 attempt(12794, NO)
@50190761 attempt(17133, NO)
@50190783 attempt(0, BD)
@50190886 attempt(0, US)
@50191461 attempt(17134, NO)
@50191789 attempt(17135, NO)
@50193732 attempt(0, US)
@50194255 attempt(0, NZ)
@50194452 attempt(17136, NO)
@50194634 attempt(17137, NO)
@50195756 attempt(17138, NO)
@50196204 attempt(0, NO)
@50196565 attempt(0, NO)
@50198756 attempt(17139, NO)
@50199283 attempt(17140, NO)
@50199840 attempt(16485, NO)
@50201360 attempt(0, FR)
@50203966 attempt(17141, NO)
@50205302 attempt(17142, NO)
@50206275 attempt(17143, US)
@50207586 attempt(0, AR)
@50208328 attempt(0, AT)
@50208543 attempt(17144, US)
@50208752 attempt(16804, IN)
@50209199 attempt(17145, NO)
@50209358 attempt(17146, NO)
@50209395 attempt(17147, NO)
@50210359 attempt(17148, NO)
@50210800 attempt(17149, NO)
@50211692 attempt(16379, NO)
@50211788 attempt(0, NO)
@50212370 attempt(0, BR)
@50214271 attempt(0, BG)
@50214450 attempt(16649, AU)
@50215133 attempt(17150, NO)
@50216593 attempt(17082, NO)
@50216707 attempt(0, PL)
@50218464 attempt(17151, NO)
@50218637 attempt(16975, NO)
@50218903 attempt(17152, BR)
@50219127 attempt(0, SE)
@50219978 attempt(0, DE)
@50222783 attempt(17153, NO)
@50223851 attempt(0, US)
@50224060 attempt(17154, NO)
@50225040 attempt(0, US)
@50226263 attempt(0, US)
@50226361 attempt(17155, US)
@50226375 attempt(0, NO)
@50227478 attempt(17045, US)
@50227644 attempt(6264, NO)
@50228828 attempt(0, NO)
@50228961 attempt(17043, NO)
@50229003 attempt(17156, NO)
@50229517 attempt(0, US)
@50229615 attempt(17157, NO)
@50229838 attempt(17158, NO)
@50229855 attempt(0, US)
@50229897 attempt(17159, NO)
@50230300 attempt(17160, NO)
@50230523 attempt(17161, NO)
@50231426 attempt(17162, NO)
@50231725 attempt(0, IN)
@50231981 attempt(0, NO)
@50232790 attempt(0, FR)
@50233334 attempt(16205, NO)
@50233670 attempt(17163, NO)
@50235301 attempt(16896, NO)
@50235964 attempt(12794, NO)
@50236289 attempt(17164, NO)
@50237838 attempt(17165, US)
@50237889 attempt(17166, NO)
@50238280 attempt(0, JP)
@50239469 attempt(17167, NO)
@50239804 attempt(17168, US)
@50240038 attempt(17169, NO)
@50240610 attempt(17170, PL)
@50240937 attempt(17171, NO)
@50241015 attempt(0, US)
@50241974 attempt(0, US)
@50242977 attempt(17172, NO)
@50244650 attempt(17173, NO)
@50246018 attempt(16095, NO)
@50246186 attempt(17174, US)
@50247603 attempt(17175, NO)
@50247960 attempt(17176, NO)
@50248061 attempt(0, AU)
@50249311 attempt(0, NO)
@50249793 attempt(17177, NO)
@50250001 attempt(17178, NO)
@50250682 attempt(17179, AU)
@50251748 attempt(0, US)
@50252302 attempt(17180, US)
@50252360 attempt(0, BR)
@50253935 attempt(11967, NO)
@50254381 attempt(17181, NO)
@50254483 attempt(0, AU)
@50255249 attempt(17182, US)
@50256317 attempt(0, CH)
@50256769 attempt(17183, NO)
@50258099 attempt(17184, US)
@50258980 attempt(0, AU)
@50259772 attempt(17185, NO)
@50260527 attempt(17186, US)
@50260989 attempt(14692, CZ)
@50262690 attempt(0, US)
@50262873 attempt(16649, AU)
@50263233 attempt(17122, NO)
@50263998 attempt(0, AU)
@50264365 attempt(0, US)
@50265743 attempt(17187, NO)
@50266348 attempt(0, US)
@50266675 attempt(17179, AU)
@50266959 attempt(17188, NO)
@50268238 attempt(17189, NO)
@50269053 attempt(0, US)
@50270418 attempt(17190, NO)
@50270683 attempt(8052, NO)
@50271266 attempt(0, IN)
@50271597 attempt(0, US)
@50273045 attempt(1917, US)
@50273270 attempt(0, US)
@50273313 attempt(17191, NO)
@50273416 attempt(17192, DE)
@50274502 attempt(17193, NO)
@50275356 attempt(17116, US)
@50275561 attempt(0, NO)
@50276155 attempt(0, US)
@50276467 attempt(17194, US)
@50276692 attempt(17195, NO)
@50279407 attempt(0, CA)
@50279653 attempt(0, GB)
@50279714 attempt(17196, NO)
@50279809 attempt(0, NO)
@50280408 attempt(17197, NO)
@50280493 attempt(17198, NO)
@50281221 attempt(12794, NO)
@50282178 attempt(17199, US)
@50282953 attempt(17200, NO)
@50287490 attempt(17201, NO)
@50288200 attempt(17116, US)
@50288412 attempt(0, NO)
@50288864 attempt(0, US)
@50288896 attempt(0, US)
@50289201 attempt(226, IN)
@50290097 attempt(17202, NO)
@50291609 attempt(17203, NO)
@50292248 attempt(17204, NO)
@50294614 attempt(17205, NO)
@50294953 attempt(17206, NO)
@50295653 attempt(17207, NO)
@50296378 attempt(17116, US)
@50297475 attempt(0, AU)
@50298768 attempt(17208, NO)
@50300929 attempt(17209, UA)
@50304005 attempt(17116, US)
@50304071 attempt(17210, NO)
@50304774 attempt(17211, NO)
@50304789 attempt(17212, NO)
@50305036 attempt(0, US)
@50306001 attempt(17213, NO)
@50306259 attempt(17214, NO)
@50306873 attempt(16885, US)
@50307754 attempt(17215, NO)
@50307946 attempt(17180, US)
@50309971 attempt(17216, NO)
@50311371 attempt(0, US)
@50311427 attempt(0, US)
@50311441 attempt(0, NO)
@50313139 attempt(0, NO)
@50313604 attempt(0, US)
@50314209 attempt(0, NO)
@50314439 attempt(17217, NO)
@50315642 attempt(17120, PK)
@50316880 attempt(0, NO)
@50316978 attempt(1884, US)
@50317775 attempt(256, NO)
@50319347 attempt(17133, NO)
@50319356 attempt(0, BR)
@50319557 attempt(17218, NO)
@50321310 attempt(17219, NO)
@50321790 attempt(17122, NO)
@50322771 attempt(17220, NO)
@50323224 attempt(0, HK)
@50323308 attempt(16749, NO)
@50323427 attempt(17221, NO)
@50324318 attempt(17222, US)
@50325058 attempt(0, AU)
@50326146 attempt(0, NO)
@50326554 attempt(16092, PL)
@50327876 attempt(15159, CZ)
@50328666 attempt(17136, NO)
@50332507 attempt(0, AU)
@50332848 attempt(0, IN)
@50333695 attempt(17223, GB)
@50333776 attempt(17224, NO)
@50335374 attempt(17225, NO)
@50336441 attempt(0, NO)
@50337265 attempt(0, NO)
@50337394 attempt(17226, NO)
@50338534 attempt(0, BR)
@50339187 attempt(17227, NO)
@50340354 attempt(17228, AU)
@50341846 attempt(17229, BR)
@50341974 attempt(17230, NO)
@50342423 attempt(0, NO)
@50342461 attempt(17231, US)
@50342534 attempt(17232, US)
@50343323 attempt(17233, NO)
@50343415 attempt(17234, NO)
@50344122 attempt(17222, US)
@50345078 attempt(17235, NO)
@50345335 attempt(17204, NO)
@50345729 attempt(0, IT)
@50346103 attempt(17236, US)
@50346400 attempt(0, US)
@50347028 attempt(0, US)
@50348491 attempt(0, UA)
@50349307 attempt(0, US)
@50351215 attempt(17144, US)
@50351298 attempt(12794, NO)
@50351712 attempt(17237, NO)
@50352462 attempt(0, NO)
@50353304 attempt(17238, NO)
@50354824 attempt(0, US)
@50355981 attempt(17239, NO)
@50356096 attempt(0, NO)
@50356257 attempt(0, NO)
@50357293 attempt(0, US)
@50357604 attempt(12794, NO)
@50358498 attempt(17240, US)
@50359769 attempt(16092, PL)
@50362244 attempt(17241, US)
@50362655 attempt(17136, NO)
@50365585 attempt(0, US)
@50366029 attempt(17242, NO)
@50367591 attempt(17243, NO)
@50368662 attempt(17201, NO)
@50370800 attempt(17244, NO)
@50370827 attempt(0, US)
@50370997 attempt(16606, US)
@50371457 attempt(17245, NO)
@50371859 attempt(17210, NO)
@50372568 attempt(0, AU)
@50373875 attempt(0, US)
@50375006 attempt(0, US)
@50375912 attempt(17246, NO)
@50377181 attempt(0, IR)
@50377262 attempt(17247, US)
@50377815 attempt(0, BR)
@50378566 attempt(17248, NO)
@50379671 attempt(14383, NO)
@50380911 attempt(15159, CZ)
@50381101 attempt(17249, NO)
@50381163 attempt(17250, CZ)
@50381318 attempt(14975, NO)
@50381773 attempt(0, NO)
@50381949 attempt(17251, NO)
@50383469 attempt(16961, NO)
@50384418 attempt(0, NO)
@50384870 attempt(17252, NO)
@50385397 attempt(5596, BR)
@50386980 attempt(0, PL)
@50387871 attempt(0, AU)
@50388967 attempt(17253, NO)
@50389688 attempt(0, US)
@50390711 attempt(0, US)
@50391568 attempt(17254, NO)
@50392924 attempt(17170, PL)
@50394151 attempt(17255, US)
@50394461 attempt(0, NO)
@50395744 attempt(17256, BR)
@50396578 attempt(0, NO)
@50396937 attempt(17257, NO)
@50397057 attempt(0, US)
@50397252 attempt(17258, US)
@50399283 attempt(0, AU)
@50400010 attempt(17259, NO)
@50402665 attempt(0, NO)
@50406729 attempt(0, NO)
@50407702 attempt(17260, NO)
@50408007 attempt(17261, IN)
@50409378 attempt(17247, US)
@50409807 attempt(17262, NO)
@50410236 attempt(17263, US)
@50411363 attempt(0, US)
@50414714 attempt(0, NO)
@50415101 attempt(0, NL)
@50415875 attempt(17264, NO)
@50416706 attempt(17265, US)
@50417378 attempt(17266, NO)
@50418787 attempt(17267, NO)
@50418889 attempt(17268, PL)
@50419176 attempt(0, PL)
@50420135 attempt(17269, NO)
@50420535 attempt(17270, NO)
@50420879 attempt(17271, NO)
@50422618 attempt(17155, US)
@50423304 attempt(14383, NO)
@50424677 attempt(15693, NO)
@50425001 attempt(129, NO)
@50426285 attempt(17272, NO)
@50427456 attempt(17273, NO)
@50429519 attempt(0, BR)
@50429632 attempt(17274, NO)
@50429983 attempt(0, AU)
@50430480 attempt(17275, NO)
@50430796 attempt(0, NO)
@50430960 attempt(0, US)
@50432150 attempt(17276, NO)
@50432892 attempt(17277, US)
@50432931 attempt(17278, NO)
@50433137 attempt(8122, NO)
@50434657 attempt(0, GB)
@50435071 attempt(17279, US)
@50435584 attempt(17280, BR)
@50436515 attempt(0, US)
@50436537 attempt(17281, ID)
@50436785 attempt(17206, NO)
@50437475 attempt(16795, NO)
@50437671 attempt(4488, NO)
@50437881 attempt(17282, NO)
@50438347 attempt(17211, NO)
@50439945 attempt(16924, NO)
@50442237 attempt(17211, NO)
@50442720 attempt(0, UA)
@50443429 attempt(17283, NO)
@50443529 attempt(15159, CZ)
@50444460 attempt(17233, NO)
@50445645 attempt(0, NO)
@50446503 attempt(17284, NO)
@50449009 attempt(0, US)
@50449275 attempt(0, BR)
@50450069 attempt(17285, NO)
@50450196 attempt(0, US)
@50450884 attempt(17286, BR)
@50451180 attempt(440, NO)
@50453164 attempt(0, US)
@50453493 attempt(16994, US)
@50454683 attempt(0, US)
@50455433 attempt(17287, NO)
@50455958 attempt(17288, NO)
@50456020 attempt(0, US)
@50457373 attempt(17289, NO)
@50458164 attempt(17290, NO)
@50458350 attempt(17291, NO)
@50459021 attempt(0, BR)
@50460770 attempt(0, BD)
@50461648 attempt(17292, NO)
@50462081 attempt(17293, NO)
@50462408 attempt(14383, NO)
@50462839 attempt(17294, NO)
@50464206 attempt(17295, PL)
@50464445 attempt(17296, NO)
@50465493 attempt(17297, NO)
@50465895 attempt(17110, PL)
@50467423 attempt(17298, NO)
@50470305 attempt(0, PK)
@50471023 attempt(1700, PL)
@50471754 attempt(16649, AU)
@50473463 attempt(17299, NO)
@50475189 attempt(17268, PL)
@50475861 attempt(17300, NO)
@50477555 attempt(17295, PL)
@50478906 attempt(17301, NO)
@50481129 attempt(12794, NO)
@50481222 attempt(17241, US)
@50481598 attempt(0, US)
@50482105 attempt(0, SE)
@50482408 attempt(17302, US)
@50482570 attempt(8445, NO)
@50483778 attempt(26, NO)
@50484063 attempt(0, US)
@50484333 attempt(17303, US)
@50484845 attempt(0, FR)
@50485119 attempt(0, ZA)
@50485284 attempt(17304, NO)
@50485961 attempt(17305, NO)
@50487930 attempt(17249, NO)
@50488549 attempt(17306, NO)
@50489445 attempt(17307, NO)
@50490319 attempt(16677, NO)
@50490820 attempt(0, US)
@50491005 attempt(17308, NO)
@50491798 attempt(0, AR)
@50492896 attempt(17309, NO)
@50493791 attempt(0, US)
@50493950 attempt(0, NO)
@50495491 attempt(14383, NO)
@50495766 attempt(17310, FR)
@50497365 attempt(17311, NO)
@50498040 attempt(17312, NO)
@50498716 attempt(0, NO)
@50500789 attempt(17313, US)
@50501367 attempt(3126, NO)
@50501385 attempt(0, NO)
@50501948 attempt(17170, PL)
@50502663 attempt(17314, NO)
@50502876 attempt(0, CZ)
@50503070 attempt(0, US)
@50504090 attempt(0, AT)
@50505232 attempt(12533, US)
@50506078 attempt(17315, NO)
@50506979 attempt(17316, US)
@50508519 attempt(0, US)
@50509492 attempt(0, NO)
@50509570 attempt(0, US)
@50509759 attempt(0, DE)
@50509796 attempt(0, US)
@50509972 attempt(0, US)
@50510535 attempt(0, US)
@50512341 attempt(0, FR)
@50514473 attempt(17263, US)
@50514809 attempt(17317, NO)
@50517592 attempt(17318, NO)
@50519206 attempt(0, ID)
@50519576 attempt(0, US)
@50520973 attempt(17319, NO)
@50521230 attempt(17320, NO)
@50522528 attempt(17321, US)
@50524449 attempt(17322, NO)
@50525627 attempt(17323, GB)
@50525781 attempt(0, NO)
@50526275 attempt(17324, NO)
@50526911 attempt(17325, NO)
@50529381 attempt(17326, NO)
@50531168 attempt(15245, NO)
